ros_time,state,x,y,z
1774029765.484,COMPLETE,0.045,0.034,-0.016
1774029765.984,COMPLETE,0.039,0.034,-0.015
1774029766.484,COMPLETE,0.040,0.038,-0.012
1774029766.985,COMPLETE,0.037,0.039,-0.008
1774029767.484,COMPLETE,0.029,0.029,-0.008
1774029767.984,COMPLETE,0.027,0.023,-0.008
1774029768.484,COMPLETE,0.037,0.020,-0.003
1774029768.984,COMPLETE,0.043,0.017,0.000
1774029769.484,COMPLETE,0.045,0.013,0.004
1774029769.984,COMPLETE,0.048,0.009,0.005
1774029770.484,COMPLETE,0.043,0.009,0.007
1774029770.984,COMPLETE,0.040,0.003,0.010
1774029771.484,COMPLETE,0.036,-0.002,0.014
1774029771.984,COMPLETE,0.037,-0.002,0.013
1774029772.484,COMPLETE,0.037,-0.002,0.015
1774029772.984,COMPLETE,0.037,-0.006,0.017
1774029773.484,COMPLETE,0.029,-0.004,0.020
1774029773.984,COMPLETE,0.027,-0.013,0.021
1774029774.484,COMPLETE,0.033,-0.018,0.021
1774029774.984,COMPLETE,0.034,-0.022,0.019
1774029775.484,COMPLETE,0.035,-0.021,0.018
1774029775.984,COMPLETE,0.038,-0.021,0.023
1774029776.484,COMPLETE,0.034,-0.013,0.028
1774029776.985,COMPLETE,0.034,-0.014,0.033
1774029777.484,COMPLETE,0.039,-0.018,0.036
1774029777.984,COMPLETE,0.040,-0.013,0.037
1774029778.484,COMPLETE,0.040,-0.009,0.040
1774029778.984,COMPLETE,0.045,-0.009,0.040
1774029779.484,COMPLETE,0.051,-0.009,0.040
1774029779.984,COMPLETE,0.052,-0.006,0.040
1774029780.484,COMPLETE,0.049,-0.005,0.042
1774029780.984,COMPLETE,0.050,-0.005,0.046
1774029781.485,COMPLETE,0.049,-0.007,0.047
1774029781.984,COMPLETE,0.047,-0.006,0.047
1774029782.484,COMPLETE,0.044,-0.009,0.045
1774029782.984,COMPLETE,0.044,-0.010,0.044
1774029783.484,COMPLETE,0.047,-0.012,0.045
1774029783.984,COMPLETE,0.043,-0.012,0.051
1774029784.484,COMPLETE,0.033,-0.007,0.053
1774029784.985,COMPLETE,0.029,-0.007,0.057
1774029785.484,COMPLETE,0.029,-0.010,0.058
1774029785.984,COMPLETE,0.028,-0.014,0.057
1774029786.484,COMPLETE,0.030,-0.009,0.060
1774029786.984,COMPLETE,0.033,-0.003,0.061
1774029787.484,COMPLETE,0.035,0.002,0.060
1774029787.984,COMPLETE,0.038,0.009,0.062
1774029788.484,COMPLETE,0.042,0.016,0.061
1774029788.984,COMPLETE,0.042,0.019,0.060
1774029789.484,COMPLETE,0.044,0.023,0.057
1774029789.984,COMPLETE,0.046,0.030,0.058
1774029790.484,COMPLETE,0.047,0.033,0.056
1774029790.984,COMPLETE,0.054,0.033,0.053
1774029791.484,COMPLETE,0.060,0.037,0.052
1774029791.984,COMPLETE,0.061,0.042,0.050
1774029792.484,COMPLETE,0.057,0.039,0.051
1774029792.985,COMPLETE,0.055,0.045,0.050
1774029793.484,COMPLETE,0.060,0.051,0.047
1774029793.984,COMPLETE,0.068,0.058,0.046
1774029794.484,COMPLETE,0.071,0.057,0.045
1774029794.984,COMPLETE,0.078,0.061,0.047
1774029795.484,COMPLETE,0.090,0.063,0.048
1774029795.984,COMPLETE,0.099,0.067,0.051
1774029796.484,COMPLETE,0.090,0.058,0.047
1774029796.984,COMPLETE,0.090,0.052,0.038
1774029797.484,COMPLETE,0.093,0.057,0.033
1774029797.984,COMPLETE,0.099,0.063,0.032
1774029798.484,COMPLETE,0.096,0.058,0.031
1774029798.985,COMPLETE,0.093,0.058,0.027
1774029799.484,COMPLETE,0.089,0.061,0.022
1774029799.984,COMPLETE,0.088,0.060,0.018
1774029800.484,COMPLETE,0.090,0.055,0.015
1774029800.985,COMPLETE,0.092,0.046,0.014
1774029801.484,COMPLETE,0.098,0.042,0.017
1774029801.984,COMPLETE,0.100,0.040,0.020
1774029802.484,COMPLETE,0.089,0.036,0.019
1774029802.984,COMPLETE,0.087,0.031,0.022
1774029803.484,COMPLETE,0.091,0.028,0.028
1774029803.984,COMPLETE,0.094,0.026,0.028
1774029804.484,COMPLETE,0.090,0.024,0.026
1774029804.985,COMPLETE,0.086,0.023,0.024
1774029805.484,COMPLETE,0.085,0.019,0.030
1774029805.984,COMPLETE,0.090,0.018,0.035
1774029806.484,COMPLETE,0.089,0.016,0.041
1774029806.985,COMPLETE,0.093,0.011,0.045
1774029807.484,COMPLETE,0.104,0.004,0.051
1774029807.984,COMPLETE,0.109,-0.000,0.055
1774029808.484,COMPLETE,0.108,-0.001,0.055
1774029808.985,COMPLETE,0.108,-0.002,0.056
1774029809.484,COMPLETE,0.104,-0.006,0.058
1774029809.984,COMPLETE,0.099,-0.009,0.056
1774029810.484,COMPLETE,0.090,-0.010,0.057
1774029810.984,COMPLETE,0.083,-0.010,0.061
1774029811.484,COMPLETE,0.077,-0.009,0.065
1774029811.984,COMPLETE,0.073,-0.010,0.069
1774029812.484,COMPLETE,0.064,-0.010,0.066
1774029812.985,COMPLETE,0.057,-0.007,0.062
1774029813.484,COMPLETE,0.059,-0.004,0.059
1774029813.984,COMPLETE,0.063,-0.004,0.061
1774029814.484,COMPLETE,0.060,-0.003,0.056
1774029814.985,COMPLETE,0.062,0.001,0.054
1774029815.484,COMPLETE,0.068,-0.000,0.056
1774029815.984,COMPLETE,0.071,-0.001,0.059
1774029816.484,COMPLETE,0.071,-0.009,0.061
1774029816.984,COMPLETE,0.074,-0.005,0.064
1774029817.485,COMPLETE,0.078,-0.003,0.064
1774029817.984,COMPLETE,0.081,-0.001,0.065
1774029818.484,COMPLETE,0.082,0.000,0.065
1774029818.985,COMPLETE,0.084,0.006,0.066
1774029819.484,COMPLETE,0.086,0.010,0.068
1774029819.984,COMPLETE,0.089,0.011,0.068
1774029820.484,COMPLETE,0.092,0.011,0.063
1774029820.984,COMPLETE,0.093,0.007,0.060
1774029821.484,COMPLETE,0.100,0.006,0.063
1774029821.984,COMPLETE,0.104,0.013,0.061
1774029822.484,COMPLETE,0.097,0.017,0.053
1774029822.984,COMPLETE,0.096,0.023,0.046
1774029823.484,COMPLETE,0.093,0.028,0.040
1774029823.984,COMPLETE,0.090,0.036,0.031
1774029824.484,COMPLETE,0.085,0.037,0.019
1774029824.984,COMPLETE,0.076,0.040,0.015
1774029825.484,COMPLETE,0.065,0.043,0.012
1774029825.984,COMPLETE,0.052,0.043,0.006
1774029826.484,COMPLETE,0.047,0.036,0.004
1774029826.984,COMPLETE,0.039,0.032,-0.000
1774029827.484,COMPLETE,0.028,0.027,-0.004
1774029827.984,COMPLETE,0.017,0.028,-0.010
1774029828.484,COMPLETE,0.015,0.030,-0.011
1774029828.985,COMPLETE,0.013,0.033,-0.007
1774029829.484,COMPLETE,0.007,0.036,-0.005
1774029829.984,COMPLETE,-0.005,0.047,-0.004
1774029830.484,COMPLETE,-0.002,0.054,0.001
1774029830.984,COMPLETE,0.009,0.059,0.004
1774029831.484,COMPLETE,0.010,0.057,0.009
1774029831.984,COMPLETE,0.009,0.058,0.011
1774029832.484,COMPLETE,0.012,0.054,0.013
1774029832.985,COMPLETE,0.011,0.050,0.019
1774029833.484,COMPLETE,0.010,0.050,0.023
1774029833.984,COMPLETE,0.009,0.049,0.024
1774029834.484,COMPLETE,0.013,0.046,0.028
1774029834.984,COMPLETE,0.018,0.041,0.029
1774029835.484,COMPLETE,0.017,0.034,0.031
1774029835.984,COMPLETE,0.006,0.034,0.031
1774029836.484,COMPLETE,0.006,0.036,0.023
1774029836.985,COMPLETE,0.013,0.031,0.015
1774029837.484,COMPLETE,0.021,0.032,0.011
1774029837.984,COMPLETE,0.030,0.032,0.008
1774029838.484,COMPLETE,0.033,0.035,-0.001
1774029838.985,COMPLETE,0.036,0.037,-0.004
1774029839.484,COMPLETE,0.039,0.042,-0.007
1774029839.984,COMPLETE,0.038,0.042,-0.005
1774029840.484,COMPLETE,0.040,0.039,-0.001
1774029840.984,COMPLETE,0.045,0.041,0.002
1774029841.484,COMPLETE,0.053,0.038,0.002
1774029841.984,COMPLETE,0.060,0.037,0.006
1774029842.484,COMPLETE,0.060,0.037,0.006
1774029842.985,COMPLETE,0.057,0.032,0.008
1774029843.484,COMPLETE,0.061,0.029,0.009
1774029843.984,COMPLETE,0.062,0.026,0.009
1774029844.484,COMPLETE,0.063,0.021,0.010
1774029844.984,COMPLETE,0.062,0.023,0.008
1774029845.484,COMPLETE,0.064,0.022,0.008
1774029845.984,COMPLETE,0.065,0.019,0.006
1774029846.484,COMPLETE,0.052,0.022,0.003
1774029846.985,COMPLETE,0.044,0.029,-0.001
1774029847.484,COMPLETE,0.038,0.035,-0.005
1774029847.984,COMPLETE,0.032,0.038,-0.011
1774029848.484,COMPLETE,0.036,0.038,-0.016
1774029848.984,COMPLETE,0.030,0.037,-0.020
1774029849.484,COMPLETE,0.019,0.039,-0.020
1774029849.984,COMPLETE,0.011,0.042,-0.025
1774029850.484,COMPLETE,0.004,0.039,-0.031
1774029850.984,COMPLETE,0.006,0.038,-0.032
1774029851.484,COMPLETE,0.005,0.036,-0.032
1774029851.984,COMPLETE,0.004,0.033,-0.031
1774029852.484,COMPLETE,0.005,0.028,-0.028
1774029852.984,COMPLETE,0.010,0.026,-0.028
1774029853.484,COMPLETE,0.011,0.023,-0.027
1774029853.984,COMPLETE,0.011,0.017,-0.025
1774029854.484,COMPLETE,0.013,0.011,-0.023
1774029854.985,COMPLETE,0.019,0.008,-0.025
1774029855.484,COMPLETE,0.022,0.003,-0.026
1774029855.984,COMPLETE,0.025,0.002,-0.028
1774029856.484,COMPLETE,0.028,0.005,-0.027
1774029856.985,COMPLETE,0.032,0.011,-0.023
1774029857.484,COMPLETE,0.036,0.012,-0.022
1774029857.984,COMPLETE,0.033,0.014,-0.023
1774029858.484,COMPLETE,0.033,0.017,-0.019
1774029858.985,COMPLETE,0.037,0.014,-0.014
1774029859.484,COMPLETE,0.038,0.016,-0.010
1774029859.984,COMPLETE,0.037,0.018,-0.007
1774029860.484,COMPLETE,0.039,0.019,-0.005
1774029860.985,COMPLETE,0.041,0.019,-0.007
1774029861.484,COMPLETE,0.040,0.020,-0.013
1774029861.984,COMPLETE,0.037,0.024,-0.016
1774029862.484,COMPLETE,0.034,0.026,-0.017
1774029862.984,COMPLETE,0.035,0.025,-0.017
1774029863.484,COMPLETE,0.035,0.031,-0.017
1774029863.984,COMPLETE,0.035,0.038,-0.016
1774029864.484,COMPLETE,0.042,0.036,-0.007
1774029864.985,COMPLETE,0.046,0.038,-0.003
1774029865.484,COMPLETE,0.047,0.040,0.003
1774029865.984,COMPLETE,0.046,0.045,0.011
1774029866.484,COMPLETE,0.047,0.051,0.017
1774029866.984,COMPLETE,0.047,0.056,0.017
1774029867.484,COMPLETE,0.046,0.068,0.015
1774029867.984,COMPLETE,0.051,0.074,0.014
1774029868.484,COMPLETE,0.062,0.073,0.016
1774029868.985,COMPLETE,0.069,0.068,0.014
1774029869.484,COMPLETE,0.075,0.067,0.014
1774029869.984,COMPLETE,0.072,0.070,0.009
1774029870.484,COMPLETE,0.070,0.070,0.006
1774029870.985,COMPLETE,0.070,0.069,0.001
1774029871.484,COMPLETE,0.074,0.071,-0.004
1774029871.984,COMPLETE,0.073,0.074,-0.015
1774029872.484,COMPLETE,0.071,0.077,-0.025
1774029872.985,COMPLETE,0.068,0.074,-0.035
1774029873.484,COMPLETE,0.066,0.072,-0.043
1774029873.984,COMPLETE,0.068,0.072,-0.051
1774029874.484,COMPLETE,0.066,0.070,-0.056
1774029874.984,COMPLETE,0.062,0.068,-0.064
1774029875.484,COMPLETE,0.060,0.066,-0.070
1774029875.984,COMPLETE,0.059,0.064,-0.076
1774029876.484,COMPLETE,0.063,0.062,-0.080
1774029876.984,COMPLETE,0.064,0.057,-0.082
1774029877.485,COMPLETE,0.065,0.051,-0.085
1774029877.984,COMPLETE,0.068,0.046,-0.087
1774029878.484,COMPLETE,0.074,0.035,-0.090
1774029878.985,COMPLETE,0.069,0.029,-0.084
1774029879.484,COMPLETE,0.067,0.022,-0.083
1774029879.984,COMPLETE,0.068,0.016,-0.079
1774029880.484,COMPLETE,0.074,0.010,-0.077
1774029880.984,COMPLETE,0.069,0.007,-0.075
1774029881.484,COMPLETE,0.065,0.004,-0.076
1774029881.984,COMPLETE,0.066,-0.004,-0.077
1774029882.484,COMPLETE,0.068,-0.015,-0.074
1774029882.985,COMPLETE,0.067,-0.014,-0.066
1774029883.484,COMPLETE,0.068,-0.014,-0.057
1774029883.984,COMPLETE,0.072,-0.018,-0.053
1774029884.484,COMPLETE,0.081,-0.026,-0.052
1774029884.984,COMPLETE,0.077,-0.023,-0.048
1774029885.484,COMPLETE,0.077,-0.024,-0.048
1774029885.984,COMPLETE,0.074,-0.027,-0.045
1774029886.484,COMPLETE,0.072,-0.023,-0.042
1774029886.984,COMPLETE,0.066,-0.012,-0.040
1774029887.484,COMPLETE,0.066,-0.006,-0.034
1774029887.984,COMPLETE,0.074,-0.003,-0.028
1774029888.484,COMPLETE,0.086,-0.000,-0.023
1774029888.984,COMPLETE,0.084,0.003,-0.016
1774029889.484,COMPLETE,0.081,0.010,-0.011
1774029889.984,COMPLETE,0.078,0.016,-0.009
1774029890.484,COMPLETE,0.077,0.024,-0.004
1774029890.985,COMPLETE,0.073,0.025,-0.002
1774029891.484,COMPLETE,0.074,0.023,0.002
1774029891.984,COMPLETE,0.075,0.025,0.006
1774029892.484,COMPLETE,0.073,0.031,0.011
1774029892.984,COMPLETE,0.071,0.034,0.018
1774029893.484,COMPLETE,0.072,0.039,0.030
1774029893.984,COMPLETE,0.071,0.045,0.041
1774029894.484,COMPLETE,0.069,0.046,0.051
1774029894.984,COMPLETE,0.070,0.039,0.052
1774029895.484,COMPLETE,0.070,0.037,0.053
1774029895.984,COMPLETE,0.064,0.042,0.053
1774029896.484,COMPLETE,0.060,0.045,0.054
1774029896.985,COMPLETE,0.057,0.043,0.052
1774029897.484,COMPLETE,0.057,0.035,0.053
1774029897.984,COMPLETE,0.055,0.033,0.052
1774029898.484,COMPLETE,0.049,0.034,0.054
1774029898.985,COMPLETE,0.043,0.037,0.057
1774029899.484,COMPLETE,0.038,0.037,0.063
1774029899.984,COMPLETE,0.033,0.034,0.073
1774029900.484,COMPLETE,0.033,0.038,0.081
1774029900.985,COMPLETE,0.035,0.033,0.085
1774029901.484,COMPLETE,0.033,0.027,0.086
1774029901.984,COMPLETE,0.028,0.024,0.086
1774029902.484,COMPLETE,0.026,0.028,0.089
1774029902.985,COMPLETE,0.030,0.030,0.085
1774029903.484,COMPLETE,0.033,0.036,0.083
1774029903.984,COMPLETE,0.036,0.037,0.079
1774029904.484,COMPLETE,0.041,0.027,0.076
1774029904.985,COMPLETE,0.043,0.022,0.072
1774029905.484,COMPLETE,0.047,0.017,0.070
1774029905.984,COMPLETE,0.049,0.014,0.070
1774029906.484,COMPLETE,0.057,0.007,0.074
1774029906.984,COMPLETE,0.060,-0.001,0.074
1774029907.484,COMPLETE,0.060,-0.006,0.070
1774029907.984,COMPLETE,0.057,-0.007,0.067
1774029908.484,COMPLETE,0.055,-0.008,0.064
1774029908.985,COMPLETE,0.055,-0.001,0.062
1774029909.484,COMPLETE,0.054,-0.003,0.061
1774029909.984,COMPLETE,0.057,-0.005,0.056
1774029910.484,COMPLETE,0.057,-0.005,0.053
1774029910.984,COMPLETE,0.058,0.004,0.048
1774029911.484,COMPLETE,0.060,0.005,0.046
1774029911.984,COMPLETE,0.057,0.008,0.044
1774029912.484,COMPLETE,0.060,0.012,0.041
1774029912.984,COMPLETE,0.060,0.011,0.037
1774029913.484,COMPLETE,0.059,0.013,0.031
1774029913.984,COMPLETE,0.055,0.016,0.026
1774029914.484,COMPLETE,0.058,0.021,0.027
1774029914.984,COMPLETE,0.054,0.025,0.026
1774029915.484,COMPLETE,0.049,0.025,0.027
1774029915.984,COMPLETE,0.048,0.026,0.026
1774029916.484,COMPLETE,0.058,0.025,0.027
1774029916.984,COMPLETE,0.062,0.029,0.027
1774029917.484,COMPLETE,0.060,0.032,0.029
1774029917.984,COMPLETE,0.061,0.031,0.032
1774029918.484,COMPLETE,0.061,0.025,0.035
1774029918.984,COMPLETE,0.064,0.021,0.040
1774029919.484,COMPLETE,0.065,0.018,0.041
1774029919.984,COMPLETE,0.065,0.016,0.040
1774029920.484,COMPLETE,0.069,0.018,0.042
1774029920.985,COMPLETE,0.073,0.026,0.042
1774029921.484,COMPLETE,0.068,0.026,0.038
1774029921.984,COMPLETE,0.067,0.021,0.034
1774029922.484,COMPLETE,0.065,0.019,0.031
1774029922.984,COMPLETE,0.060,0.020,0.028
1774029923.484,COMPLETE,0.053,0.019,0.024
1774029923.984,COMPLETE,0.050,0.016,0.016
1774029924.484,COMPLETE,0.046,0.008,0.008
1774029924.984,COMPLETE,0.040,0.006,0.002
1774029925.484,COMPLETE,0.040,0.007,-0.002
1774029925.984,COMPLETE,0.041,0.007,-0.003
1774029926.484,COMPLETE,0.041,0.002,-0.007
1774029926.984,COMPLETE,0.039,-0.001,-0.008
1774029927.484,COMPLETE,0.040,-0.002,-0.007
1774029927.984,COMPLETE,0.038,-0.007,-0.007
1774029928.484,COMPLETE,0.041,-0.012,-0.004
1774029928.984,COMPLETE,0.046,-0.003,-0.004
1774029929.484,COMPLETE,0.052,0.002,-0.005
1774029929.984,COMPLETE,0.056,0.009,0.002
1774029930.484,COMPLETE,0.056,0.010,0.006
1774029930.984,COMPLETE,0.045,0.012,0.008
1774029931.484,COMPLETE,0.047,0.009,0.011
1774029931.984,COMPLETE,0.050,0.004,0.015
1774029932.484,COMPLETE,0.053,0.001,0.019
1774029932.984,COMPLETE,0.058,0.001,0.020
1774029933.484,COMPLETE,0.057,0.001,0.023
1774029933.984,COMPLETE,0.056,0.003,0.023
1774029934.484,COMPLETE,0.057,0.005,0.021
1774029934.984,COMPLETE,0.060,0.007,0.018
1774029935.484,COMPLETE,0.062,0.014,0.016
1774029935.984,COMPLETE,0.063,0.019,0.013
1774029936.484,COMPLETE,0.063,0.023,0.008
1774029936.984,COMPLETE,0.065,0.021,0.004
1774029937.484,COMPLETE,0.064,0.025,0.000
1774029937.984,COMPLETE,0.067,0.030,-0.000
1774029938.484,COMPLETE,0.070,0.029,-0.007
1774029938.984,COMPLETE,0.069,0.035,-0.011
1774029939.484,COMPLETE,0.075,0.040,-0.012
1774029939.984,COMPLETE,0.082,0.041,-0.011
1774029940.484,COMPLETE,0.080,0.047,-0.010
1774029940.985,COMPLETE,0.078,0.050,-0.007
1774029941.484,COMPLETE,0.077,0.056,-0.007
1774029941.984,COMPLETE,0.074,0.057,-0.006
1774029942.484,COMPLETE,0.073,0.058,-0.004
1774029942.984,COMPLETE,0.075,0.058,-0.003
1774029943.484,COMPLETE,0.071,0.055,-0.011
1774029943.984,COMPLETE,0.068,0.054,-0.016
1774029944.484,COMPLETE,0.064,0.055,-0.017
1774029944.984,COMPLETE,0.059,0.057,-0.014
1774029945.484,COMPLETE,0.057,0.057,-0.012
1774029945.984,COMPLETE,0.053,0.059,-0.014
1774029946.484,COMPLETE,0.049,0.061,-0.012
1774029946.985,COMPLETE,0.043,0.057,-0.012
1774029947.484,COMPLETE,0.044,0.050,-0.015
1774029947.984,COMPLETE,0.040,0.048,-0.021
1774029948.484,COMPLETE,0.034,0.047,-0.026
1774029948.985,COMPLETE,0.033,0.047,-0.033
1774029949.484,COMPLETE,0.031,0.048,-0.038
1774029949.984,COMPLETE,0.029,0.046,-0.045
1774029950.484,COMPLETE,0.026,0.040,-0.050
1774029950.984,COMPLETE,0.027,0.027,-0.057
1774029951.484,COMPLETE,0.030,0.017,-0.063
1774029951.984,COMPLETE,0.037,0.012,-0.066
1774029952.484,COMPLETE,0.041,0.005,-0.069
1774029952.984,COMPLETE,0.047,0.001,-0.072
1774029953.484,COMPLETE,0.051,0.002,-0.076
1774029953.984,COMPLETE,0.062,0.002,-0.077
1774029954.484,COMPLETE,0.064,-0.001,-0.083
1774029954.984,COMPLETE,0.065,-0.002,-0.086
1774029955.484,COMPLETE,0.065,-0.005,-0.088
1774029955.984,COMPLETE,0.068,-0.005,-0.091
1774029956.484,COMPLETE,0.072,-0.006,-0.089
1774029956.985,COMPLETE,0.075,-0.004,-0.086
1774029957.484,COMPLETE,0.074,-0.003,-0.085
1774029957.984,COMPLETE,0.074,-0.005,-0.082
1774029958.484,COMPLETE,0.077,-0.003,-0.078
1774029958.985,COMPLETE,0.076,-0.005,-0.079
1774029959.484,COMPLETE,0.075,-0.001,-0.080
1774029959.984,COMPLETE,0.073,0.000,-0.082
1774029960.484,COMPLETE,0.070,0.007,-0.084
1774029960.984,COMPLETE,0.073,0.011,-0.081
1774029961.484,COMPLETE,0.074,0.010,-0.077
1774029961.984,COMPLETE,0.073,0.017,-0.074
1774029962.484,COMPLETE,0.067,0.022,-0.072
1774029962.985,COMPLETE,0.070,0.023,-0.068
1774029963.484,COMPLETE,0.066,0.024,-0.060
1774029963.984,COMPLETE,0.062,0.025,-0.052
1774029964.484,COMPLETE,0.061,0.023,-0.044
1774029964.984,COMPLETE,0.055,0.020,-0.037
1774029965.484,COMPLETE,0.053,0.021,-0.032
1774029965.984,COMPLETE,0.052,0.018,-0.032
1774029966.484,COMPLETE,0.050,0.020,-0.033
1774029966.984,COMPLETE,0.049,0.024,-0.029
1774029967.484,COMPLETE,0.057,0.026,-0.028
1774029967.984,COMPLETE,0.058,0.031,-0.031
1774029968.484,COMPLETE,0.051,0.033,-0.033
1774029968.984,COMPLETE,0.052,0.031,-0.035
1774029969.484,COMPLETE,0.058,0.033,-0.041
1774029969.984,COMPLETE,0.065,0.035,-0.042
1774029970.484,COMPLETE,0.076,0.046,-0.043
1774029970.984,COMPLETE,0.076,0.051,-0.042
1774029971.484,COMPLETE,0.065,0.048,-0.039
1774029971.984,COMPLETE,0.062,0.048,-0.037
1774029972.484,COMPLETE,0.057,0.052,-0.034
1774029972.984,COMPLETE,0.051,0.058,-0.025
1774029973.484,COMPLETE,0.053,0.057,-0.019
1774029973.984,COMPLETE,0.051,0.059,-0.009
1774029974.484,COMPLETE,0.048,0.056,-0.002
1774029974.984,COMPLETE,0.045,0.054,0.006
1774029975.484,COMPLETE,0.044,0.041,0.011
1774029975.984,COMPLETE,0.044,0.040,0.011
1774029976.484,COMPLETE,0.042,0.041,0.011
1774029976.984,COMPLETE,0.033,0.039,0.016
1774029977.484,COMPLETE,0.034,0.035,0.017
1774029977.984,COMPLETE,0.038,0.030,0.021
1774029978.484,COMPLETE,0.041,0.029,0.023
1774029978.984,COMPLETE,0.041,0.034,0.025
1774029979.484,COMPLETE,0.043,0.035,0.023
1774029979.984,COMPLETE,0.047,0.029,0.021
1774029980.484,COMPLETE,0.048,0.022,0.020
1774029980.985,COMPLETE,0.048,0.021,0.019
1774029981.484,COMPLETE,0.049,0.022,0.013
1774029981.984,COMPLETE,0.049,0.026,0.013
1774029982.484,COMPLETE,0.044,0.028,0.015
1774029982.984,COMPLETE,0.040,0.029,0.014
1774029983.484,COMPLETE,0.043,0.032,0.010
1774029983.984,COMPLETE,0.044,0.032,0.009
1774029984.484,COMPLETE,0.042,0.031,0.010
1774029984.984,COMPLETE,0.036,0.033,0.008
1774029985.484,COMPLETE,0.036,0.035,0.006
1774029985.984,COMPLETE,0.039,0.032,0.010
1774029986.484,COMPLETE,0.043,0.030,0.017
1774029986.985,COMPLETE,0.051,0.029,0.023
1774029987.484,COMPLETE,0.051,0.030,0.026
1774029987.984,COMPLETE,0.047,0.032,0.026
1774029988.484,COMPLETE,0.046,0.036,0.031
1774029988.984,COMPLETE,0.044,0.049,0.039
1774029989.484,COMPLETE,0.039,0.048,0.043
1774029989.984,COMPLETE,0.034,0.042,0.049
1774029990.484,COMPLETE,0.033,0.034,0.058
1774029990.984,COMPLETE,0.033,0.034,0.067
1774029991.484,COMPLETE,0.038,0.034,0.071
1774029991.984,COMPLETE,0.038,0.034,0.073
1774029992.484,COMPLETE,0.040,0.031,0.072
1774029992.984,COMPLETE,0.040,0.032,0.073
1774029993.484,COMPLETE,0.043,0.032,0.073
1774029993.984,COMPLETE,0.041,0.034,0.069
1774029994.484,COMPLETE,0.034,0.035,0.068
1774029994.985,COMPLETE,0.031,0.036,0.074
1774029995.484,COMPLETE,0.033,0.032,0.077
1774029995.984,COMPLETE,0.032,0.030,0.080
1774029996.484,COMPLETE,0.031,0.027,0.079
1774029996.985,COMPLETE,0.031,0.024,0.077
1774029997.484,COMPLETE,0.032,0.022,0.074
1774029997.984,COMPLETE,0.032,0.022,0.069
1774029998.484,COMPLETE,0.036,0.019,0.064
1774029998.985,COMPLETE,0.041,0.014,0.061
1774029999.484,COMPLETE,0.041,0.019,0.061
1774029999.984,COMPLETE,0.044,0.026,0.063
1774030000.484,COMPLETE,0.045,0.026,0.066
1774030000.984,COMPLETE,0.045,0.028,0.071
1774030001.484,COMPLETE,0.042,0.027,0.072
1774030001.984,COMPLETE,0.043,0.020,0.076
1774030002.485,COMPLETE,0.046,0.023,0.076
1774030002.985,COMPLETE,0.050,0.026,0.078
1774030003.484,COMPLETE,0.049,0.029,0.078
1774030003.984,COMPLETE,0.051,0.033,0.082
1774030004.484,COMPLETE,0.054,0.032,0.087
1774030004.984,COMPLETE,0.055,0.031,0.089
1774030005.484,COMPLETE,0.051,0.032,0.085
1774030005.984,COMPLETE,0.052,0.026,0.083
1774030006.484,COMPLETE,0.060,0.019,0.086
1774030006.985,COMPLETE,0.061,0.013,0.092
1774030007.484,COMPLETE,0.055,0.009,0.095
1774030007.984,COMPLETE,0.052,0.003,0.095
1774030008.484,COMPLETE,0.051,-0.002,0.098
1774030008.984,COMPLETE,0.043,-0.008,0.104
1774030009.484,COMPLETE,0.043,-0.011,0.108
1774030009.984,COMPLETE,0.048,-0.014,0.105
1774030010.484,COMPLETE,0.050,-0.017,0.105
1774030010.985,COMPLETE,0.047,-0.022,0.108
1774030011.484,COMPLETE,0.052,-0.020,0.110
1774030011.984,COMPLETE,0.057,-0.018,0.109
1774030012.484,COMPLETE,0.060,-0.017,0.109
1774030012.985,COMPLETE,0.054,-0.012,0.108
1774030013.484,COMPLETE,0.051,-0.008,0.106
1774030013.984,COMPLETE,0.049,-0.004,0.104
1774030014.484,COMPLETE,0.048,-0.005,0.104
1774030014.985,COMPLETE,0.046,-0.005,0.103
1774030015.484,COMPLETE,0.041,-0.003,0.100
1774030015.984,COMPLETE,0.042,0.003,0.096
1774030016.484,COMPLETE,0.040,0.008,0.087
1774030016.984,COMPLETE,0.038,0.015,0.086
1774030017.484,COMPLETE,0.038,0.021,0.083
1774030017.984,COMPLETE,0.033,0.033,0.082
1774030018.484,COMPLETE,0.034,0.042,0.079
1774030018.985,COMPLETE,0.040,0.044,0.072
1774030019.484,COMPLETE,0.041,0.042,0.063
1774030019.984,COMPLETE,0.040,0.040,0.057
1774030020.484,COMPLETE,0.042,0.039,0.054
1774030020.984,COMPLETE,0.039,0.041,0.053
1774030021.484,COMPLETE,0.035,0.043,0.056
1774030021.984,COMPLETE,0.029,0.045,0.059
1774030022.484,COMPLETE,0.023,0.046,0.064
1774030022.984,COMPLETE,0.017,0.049,0.066
1774030023.484,COMPLETE,0.011,0.047,0.065
1774030023.984,COMPLETE,0.007,0.045,0.062
1774030024.484,COMPLETE,0.003,0.043,0.062
1774030024.984,COMPLETE,0.001,0.038,0.061
1774030025.484,COMPLETE,0.003,0.029,0.058
1774030025.984,COMPLETE,0.006,0.027,0.054
1774030026.484,COMPLETE,0.006,0.021,0.051
1774030026.984,COMPLETE,0.004,0.013,0.049
1774030027.484,COMPLETE,0.006,0.014,0.047
1774030027.984,COMPLETE,0.004,0.009,0.044
