ros_time,state,x,y,z
1774029498.984,COMPLETE,0.063,0.008,0.184
1774029499.484,COMPLETE,0.060,0.013,0.176
1774029499.984,COMPLETE,0.063,0.018,0.175
1774029500.484,COMPLETE,0.066,0.025,0.174
1774029500.985,COMPLETE,0.064,0.031,0.169
1774029501.484,COMPLETE,0.062,0.035,0.165
1774029501.984,COMPLETE,0.061,0.040,0.164
1774029502.484,COMPLETE,0.059,0.045,0.164
1774029502.984,COMPLETE,0.056,0.044,0.159
1774029503.484,COMPLETE,0.056,0.040,0.162
1774029503.984,COMPLETE,0.053,0.037,0.162
1774029504.484,COMPLETE,0.046,0.038,0.161
1774029504.985,COMPLETE,0.048,0.037,0.158
1774029505.484,COMPLETE,0.043,0.038,0.157
1774029505.984,COMPLETE,0.036,0.041,0.157
1774029506.484,COMPLETE,0.032,0.047,0.154
1774029506.985,COMPLETE,0.037,0.046,0.147
1774029507.484,COMPLETE,0.039,0.042,0.144
1774029507.984,COMPLETE,0.041,0.040,0.143
1774029508.484,COMPLETE,0.043,0.042,0.146
1774029508.984,COMPLETE,0.045,0.041,0.143
1774029509.484,COMPLETE,0.049,0.035,0.143
1774029509.984,COMPLETE,0.052,0.031,0.150
1774029510.484,COMPLETE,0.059,0.028,0.154
1774029510.984,COMPLETE,0.055,0.025,0.152
1774029511.484,COMPLETE,0.056,0.019,0.145
1774029511.984,COMPLETE,0.060,0.019,0.138
1774029512.484,COMPLETE,0.070,0.022,0.129
1774029512.985,COMPLETE,0.071,0.027,0.116
1774029513.484,COMPLETE,0.072,0.029,0.103
1774029513.984,COMPLETE,0.072,0.025,0.091
1774029514.484,COMPLETE,0.070,0.021,0.084
1774029514.984,COMPLETE,0.064,0.015,0.074
1774029515.484,COMPLETE,0.058,0.010,0.067
1774029515.984,COMPLETE,0.055,0.006,0.063
1774029516.484,COMPLETE,0.053,0.004,0.060
1774029516.984,COMPLETE,0.055,0.009,0.058
1774029517.484,COMPLETE,0.052,0.015,0.057
1774029517.984,COMPLETE,0.051,0.017,0.054
1774029518.484,COMPLETE,0.052,0.019,0.049
1774029518.985,COMPLETE,0.053,0.024,0.043
1774029519.484,COMPLETE,0.056,0.027,0.037
1774029519.984,COMPLETE,0.060,0.034,0.031
1774029520.484,COMPLETE,0.065,0.040,0.026
1774029520.984,COMPLETE,0.060,0.037,0.024
1774029521.484,COMPLETE,0.060,0.032,0.023
1774029521.984,COMPLETE,0.059,0.028,0.020
1774029522.484,COMPLETE,0.061,0.028,0.017
1774029522.985,COMPLETE,0.063,0.025,0.014
1774029523.484,COMPLETE,0.060,0.024,0.010
1774029523.984,COMPLETE,0.057,0.025,0.004
1774029524.484,COMPLETE,0.060,0.022,0.001
1774029524.985,COMPLETE,0.053,0.024,0.001
1774029525.484,COMPLETE,0.049,0.026,0.005
1774029525.984,COMPLETE,0.045,0.029,0.010
1774029526.484,COMPLETE,0.045,0.038,0.014
1774029526.984,COMPLETE,0.043,0.033,0.016
1774029527.484,COMPLETE,0.041,0.029,0.016
1774029527.984,COMPLETE,0.037,0.030,0.015
1774029528.484,COMPLETE,0.032,0.034,0.019
1774029528.984,COMPLETE,0.032,0.034,0.022
1774029529.484,COMPLETE,0.035,0.031,0.023
1774029529.984,COMPLETE,0.034,0.030,0.027
1774029530.484,COMPLETE,0.033,0.027,0.029
1774029530.984,COMPLETE,0.033,0.026,0.035
1774029531.484,COMPLETE,0.036,0.031,0.035
1774029531.984,COMPLETE,0.039,0.035,0.038
1774029532.484,COMPLETE,0.038,0.042,0.040
1774029532.984,COMPLETE,0.042,0.043,0.044
1774029533.484,COMPLETE,0.037,0.035,0.049
1774029533.984,COMPLETE,0.039,0.027,0.051
1774029534.484,COMPLETE,0.045,0.022,0.049
1774029534.984,COMPLETE,0.047,0.019,0.043
1774029535.484,COMPLETE,0.051,0.015,0.036
1774029535.984,COMPLETE,0.058,0.014,0.032
1774029536.484,COMPLETE,0.057,0.018,0.033
1774029536.985,COMPLETE,0.054,0.020,0.033
1774029537.484,COMPLETE,0.056,0.020,0.032
1774029537.984,COMPLETE,0.053,0.020,0.032
1774029538.484,COMPLETE,0.046,0.019,0.032
1774029538.984,COMPLETE,0.045,0.022,0.035
1774029539.484,COMPLETE,0.046,0.028,0.038
1774029539.984,COMPLETE,0.048,0.035,0.041
1774029540.484,COMPLETE,0.050,0.041,0.046
1774029540.984,COMPLETE,0.053,0.038,0.049
1774029541.484,COMPLETE,0.061,0.031,0.052
1774029541.984,COMPLETE,0.068,0.029,0.054
1774029542.484,COMPLETE,0.071,0.032,0.061
1774029542.985,COMPLETE,0.068,0.032,0.063
1774029543.484,COMPLETE,0.063,0.026,0.061
1774029543.984,COMPLETE,0.064,0.024,0.060
1774029544.484,COMPLETE,0.066,0.025,0.058
1774029544.985,COMPLETE,0.073,0.024,0.054
1774029545.484,COMPLETE,0.078,0.021,0.052
1774029545.984,COMPLETE,0.085,0.017,0.052
1774029546.484,COMPLETE,0.091,0.014,0.051
1774029546.984,COMPLETE,0.086,0.014,0.047
1774029547.484,COMPLETE,0.086,0.016,0.046
1774029547.984,COMPLETE,0.090,0.018,0.047
1774029548.484,COMPLETE,0.090,0.023,0.047
1774029548.984,COMPLETE,0.088,0.028,0.049
1774029549.484,COMPLETE,0.084,0.029,0.051
1774029549.984,COMPLETE,0.080,0.032,0.055
1774029550.484,COMPLETE,0.073,0.036,0.059
1774029550.985,COMPLETE,0.066,0.039,0.062
1774029551.484,COMPLETE,0.062,0.040,0.062
1774029551.984,COMPLETE,0.064,0.042,0.065
1774029552.484,COMPLETE,0.061,0.046,0.068
1774029552.985,COMPLETE,0.058,0.047,0.069
1774029553.484,COMPLETE,0.056,0.048,0.068
1774029553.984,COMPLETE,0.051,0.048,0.068
1774029554.484,COMPLETE,0.042,0.048,0.070
1774029554.984,COMPLETE,0.036,0.046,0.072
1774029555.484,COMPLETE,0.032,0.046,0.071
1774029555.984,COMPLETE,0.029,0.043,0.067
1774029556.484,COMPLETE,0.031,0.040,0.062
1774029556.985,COMPLETE,0.040,0.040,0.057
1774029557.484,COMPLETE,0.049,0.038,0.054
1774029557.984,COMPLETE,0.056,0.035,0.050
1774029558.484,COMPLETE,0.055,0.033,0.051
1774029558.984,COMPLETE,0.054,0.032,0.050
1774029559.484,COMPLETE,0.050,0.034,0.048
1774029559.984,COMPLETE,0.050,0.039,0.048
1774029560.484,COMPLETE,0.047,0.045,0.050
1774029560.984,COMPLETE,0.042,0.042,0.046
1774029561.484,COMPLETE,0.049,0.041,0.048
1774029561.984,COMPLETE,0.054,0.037,0.049
1774029562.484,COMPLETE,0.052,0.034,0.047
1774029562.985,COMPLETE,0.054,0.031,0.051
1774029563.484,COMPLETE,0.056,0.033,0.050
1774029563.984,COMPLETE,0.062,0.036,0.047
1774029564.486,COMPLETE,0.065,0.036,0.044
1774029564.986,COMPLETE,0.061,0.033,0.046
1774029565.484,COMPLETE,0.055,0.029,0.046
1774029565.984,COMPLETE,0.057,0.028,0.045
1774029566.484,COMPLETE,0.057,0.028,0.044
1774029566.984,COMPLETE,0.059,0.032,0.039
1774029567.484,COMPLETE,0.062,0.039,0.033
1774029567.984,COMPLETE,0.055,0.042,0.028
1774029568.484,COMPLETE,0.048,0.044,0.024
1774029568.985,COMPLETE,0.040,0.035,0.024
1774029569.484,COMPLETE,0.038,0.026,0.020
1774029569.984,COMPLETE,0.038,0.017,0.014
1774029570.484,COMPLETE,0.038,0.009,0.010
1774029570.984,COMPLETE,0.038,-0.006,0.010
1774029571.484,COMPLETE,0.032,-0.007,0.015
1774029571.984,COMPLETE,0.028,-0.013,0.022
1774029572.484,COMPLETE,0.029,-0.021,0.028
1774029572.985,COMPLETE,0.034,-0.030,0.037
1774029573.484,COMPLETE,0.039,-0.024,0.039
1774029573.984,COMPLETE,0.039,-0.020,0.044
1774029574.484,COMPLETE,0.030,-0.015,0.051
1774029574.984,COMPLETE,0.033,-0.009,0.062
1774029575.484,COMPLETE,0.037,-0.004,0.066
1774029575.984,COMPLETE,0.039,-0.003,0.067
1774029576.484,COMPLETE,0.036,-0.009,0.070
1774029576.985,COMPLETE,0.039,-0.010,0.072
1774029577.484,COMPLETE,0.045,-0.012,0.071
1774029577.984,COMPLETE,0.048,-0.015,0.077
1774029578.484,COMPLETE,0.047,-0.022,0.081
1774029578.984,COMPLETE,0.053,-0.023,0.082
1774029579.484,COMPLETE,0.050,-0.018,0.082
1774029579.984,COMPLETE,0.047,-0.010,0.084
1774029580.484,COMPLETE,0.049,-0.005,0.086
1774029580.984,COMPLETE,0.049,0.001,0.085
1774029581.484,COMPLETE,0.054,0.009,0.083
1774029581.984,COMPLETE,0.059,0.012,0.078
1774029582.484,COMPLETE,0.058,0.015,0.076
1774029582.984,COMPLETE,0.059,0.015,0.074
1774029583.484,COMPLETE,0.061,0.017,0.071
1774029583.984,COMPLETE,0.058,0.018,0.066
1774029584.484,COMPLETE,0.050,0.018,0.060
1774029584.984,COMPLETE,0.045,0.023,0.054
1774029585.485,COMPLETE,0.038,0.027,0.049
1774029585.984,COMPLETE,0.032,0.027,0.046
1774029586.484,COMPLETE,0.024,0.027,0.045
1774029586.984,COMPLETE,0.019,0.024,0.044
1774029587.484,COMPLETE,0.023,0.015,0.043
1774029587.984,COMPLETE,0.030,0.010,0.041
1774029588.484,COMPLETE,0.032,0.012,0.036
1774029588.984,COMPLETE,0.030,0.019,0.034
1774029589.484,COMPLETE,0.033,0.028,0.031
1774029589.984,COMPLETE,0.038,0.038,0.035
1774029590.484,COMPLETE,0.044,0.035,0.040
1774029590.984,COMPLETE,0.051,0.030,0.040
1774029591.484,COMPLETE,0.055,0.029,0.043
1774029591.984,COMPLETE,0.059,0.024,0.046
1774029592.484,COMPLETE,0.068,0.017,0.050
1774029592.984,COMPLETE,0.065,0.015,0.053
1774029593.484,COMPLETE,0.064,0.016,0.052
1774029593.984,COMPLETE,0.060,0.010,0.054
1774029594.484,COMPLETE,0.054,0.006,0.052
1774029594.984,COMPLETE,0.044,0.005,0.049
1774029595.484,COMPLETE,0.040,0.003,0.044
1774029595.984,COMPLETE,0.044,0.003,0.037
1774029596.484,COMPLETE,0.053,0.004,0.033
1774029596.984,COMPLETE,0.060,0.003,0.034
1774029597.484,COMPLETE,0.055,0.007,0.033
1774029597.984,COMPLETE,0.059,0.002,0.035
1774029598.484,COMPLETE,0.065,-0.002,0.034
1774029598.984,COMPLETE,0.069,0.002,0.032
1774029599.484,COMPLETE,0.069,0.009,0.030
1774029599.984,COMPLETE,0.070,0.017,0.028
1774029600.484,COMPLETE,0.069,0.020,0.025
1774029600.984,COMPLETE,0.072,0.019,0.020
1774029601.484,COMPLETE,0.073,0.012,0.017
1774029601.984,COMPLETE,0.079,0.013,0.020
1774029602.484,COMPLETE,0.084,0.016,0.024
1774029602.984,COMPLETE,0.092,0.019,0.026
1774029603.484,COMPLETE,0.090,0.019,0.025
1774029603.984,COMPLETE,0.090,0.020,0.026
1774029604.484,COMPLETE,0.092,0.023,0.027
1774029604.984,COMPLETE,0.086,0.029,0.026
1774029605.484,COMPLETE,0.082,0.032,0.023
1774029605.984,COMPLETE,0.083,0.037,0.018
1774029606.484,COMPLETE,0.083,0.035,0.016
1774029606.984,COMPLETE,0.080,0.032,0.016
1774029607.484,COMPLETE,0.067,0.021,0.015
1774029607.984,COMPLETE,0.061,0.021,0.017
1774029608.484,COMPLETE,0.059,0.022,0.016
1774029608.984,COMPLETE,0.059,0.021,0.013
1774029609.484,COMPLETE,0.055,0.016,0.009
1774029609.984,COMPLETE,0.051,0.016,0.005
1774029610.484,COMPLETE,0.046,0.015,0.006
1774029610.985,COMPLETE,0.038,0.012,0.008
1774029611.484,COMPLETE,0.032,0.011,0.008
1774029611.984,COMPLETE,0.031,0.008,0.012
1774029612.484,COMPLETE,0.030,0.007,0.018
1774029612.984,COMPLETE,0.024,0.012,0.029
1774029613.484,COMPLETE,0.026,0.009,0.034
1774029613.984,COMPLETE,0.029,0.010,0.040
1774029614.484,COMPLETE,0.033,0.009,0.050
1774029614.984,COMPLETE,0.034,0.021,0.061
1774029615.484,COMPLETE,0.040,0.027,0.069
1774029615.984,COMPLETE,0.046,0.025,0.079
1774029616.484,COMPLETE,0.050,0.025,0.082
1774029616.984,COMPLETE,0.052,0.019,0.084
1774029617.484,COMPLETE,0.051,0.020,0.083
1774029617.984,COMPLETE,0.050,0.017,0.084
1774029618.484,COMPLETE,0.045,0.012,0.085
1774029618.984,COMPLETE,0.040,0.008,0.091
1774029619.484,COMPLETE,0.032,0.009,0.093
1774029619.984,COMPLETE,0.033,0.008,0.098
1774029620.484,COMPLETE,0.032,0.009,0.099
1774029620.985,COMPLETE,0.036,0.011,0.095
1774029621.484,COMPLETE,0.040,0.013,0.092
1774029621.984,COMPLETE,0.042,0.015,0.091
1774029622.484,COMPLETE,0.043,0.016,0.092
1774029622.984,COMPLETE,0.046,0.012,0.087
1774029623.484,COMPLETE,0.050,0.014,0.084
1774029623.984,COMPLETE,0.058,0.018,0.084
1774029624.484,COMPLETE,0.065,0.021,0.086
1774029624.984,COMPLETE,0.065,0.022,0.084
1774029625.484,COMPLETE,0.068,0.024,0.079
1774029625.984,COMPLETE,0.073,0.024,0.076
1774029626.484,COMPLETE,0.078,0.024,0.073
1774029626.985,COMPLETE,0.083,0.027,0.072
1774029627.484,COMPLETE,0.085,0.030,0.072
1774029627.984,COMPLETE,0.087,0.036,0.073
1774029628.484,COMPLETE,0.092,0.040,0.073
1774029628.984,COMPLETE,0.094,0.043,0.075
1774029629.484,COMPLETE,0.087,0.044,0.081
1774029629.984,COMPLETE,0.087,0.046,0.080
1774029630.484,COMPLETE,0.086,0.045,0.077
1774029630.984,COMPLETE,0.087,0.038,0.075
1774029631.484,COMPLETE,0.084,0.040,0.072
1774029631.984,COMPLETE,0.080,0.041,0.069
1774029632.484,COMPLETE,0.079,0.041,0.066
1774029632.984,COMPLETE,0.079,0.038,0.064
1774029633.484,COMPLETE,0.073,0.037,0.058
1774029633.984,COMPLETE,0.070,0.039,0.052
1774029634.484,COMPLETE,0.068,0.042,0.048
1774029634.985,COMPLETE,0.066,0.039,0.043
1774029635.484,COMPLETE,0.057,0.043,0.043
1774029635.984,COMPLETE,0.051,0.047,0.041
1774029636.484,COMPLETE,0.048,0.048,0.042
1774029636.985,COMPLETE,0.042,0.048,0.039
1774029637.484,COMPLETE,0.041,0.045,0.033
1774029637.984,COMPLETE,0.034,0.043,0.032
1774029638.484,COMPLETE,0.030,0.045,0.027
1774029638.984,COMPLETE,0.031,0.054,0.021
1774029639.484,COMPLETE,0.037,0.060,0.015
1774029639.984,COMPLETE,0.030,0.058,0.015
1774029640.484,COMPLETE,0.025,0.056,0.014
1774029640.984,COMPLETE,0.027,0.059,0.011
1774029641.484,COMPLETE,0.033,0.061,0.001
1774029641.984,COMPLETE,0.041,0.058,-0.001
1774029642.484,COMPLETE,0.045,0.059,-0.002
1774029642.984,COMPLETE,0.046,0.059,-0.005
1774029643.484,COMPLETE,0.047,0.055,-0.006
1774029643.984,COMPLETE,0.049,0.047,-0.008
1774029644.484,COMPLETE,0.046,0.039,-0.009
1774029644.984,COMPLETE,0.046,0.035,-0.006
1774029645.484,COMPLETE,0.051,0.023,0.004
1774029645.984,COMPLETE,0.056,0.016,0.015
1774029646.484,COMPLETE,0.061,0.011,0.025
1774029646.984,COMPLETE,0.065,0.003,0.032
1774029647.484,COMPLETE,0.067,0.004,0.036
1774029647.984,COMPLETE,0.072,0.004,0.044
1774029648.484,COMPLETE,0.078,-0.001,0.051
1774029648.984,COMPLETE,0.079,-0.014,0.057
1774029649.485,COMPLETE,0.077,-0.010,0.064
1774029649.984,COMPLETE,0.079,0.001,0.068
1774029650.484,COMPLETE,0.082,0.006,0.075
1774029650.984,COMPLETE,0.086,0.013,0.076
1774029651.484,COMPLETE,0.083,0.019,0.077
1774029651.984,COMPLETE,0.072,0.024,0.075
1774029652.484,COMPLETE,0.070,0.034,0.073
1774029652.984,COMPLETE,0.077,0.038,0.070
1774029653.484,COMPLETE,0.079,0.032,0.071
1774029653.984,COMPLETE,0.074,0.029,0.071
1774029654.484,COMPLETE,0.075,0.028,0.071
1774029654.984,COMPLETE,0.077,0.026,0.076
1774029655.484,COMPLETE,0.068,0.026,0.081
1774029655.984,COMPLETE,0.054,0.031,0.085
1774029656.484,COMPLETE,0.041,0.031,0.093
1774029656.984,COMPLETE,0.035,0.030,0.101
1774029657.484,COMPLETE,0.032,0.033,0.106
1774029657.984,COMPLETE,0.033,0.030,0.108
1774029658.484,COMPLETE,0.030,0.031,0.110
1774029658.984,COMPLETE,0.028,0.030,0.112
1774029659.484,COMPLETE,0.029,0.035,0.111
1774029659.984,COMPLETE,0.033,0.034,0.109
1774029660.484,COMPLETE,0.035,0.031,0.109
1774029660.984,COMPLETE,0.034,0.025,0.106
1774029661.484,COMPLETE,0.034,0.020,0.095
1774029661.984,COMPLETE,0.040,0.021,0.085
1774029662.484,COMPLETE,0.039,0.023,0.079
1774029662.985,COMPLETE,0.038,0.022,0.074
1774029663.484,COMPLETE,0.039,0.021,0.067
1774029663.984,COMPLETE,0.038,0.016,0.057
1774029664.484,COMPLETE,0.035,0.013,0.049
1774029664.984,COMPLETE,0.028,0.009,0.044
1774029665.484,COMPLETE,0.024,0.009,0.039
1774029665.984,COMPLETE,0.026,0.017,0.039
1774029666.484,COMPLETE,0.023,0.020,0.039
1774029666.985,COMPLETE,0.020,0.023,0.032
1774029667.484,COMPLETE,0.023,0.025,0.025
1774029667.984,COMPLETE,0.034,0.026,0.014
1774029668.484,COMPLETE,0.041,0.025,0.008
1774029668.984,COMPLETE,0.040,0.025,0.005
1774029669.484,COMPLETE,0.040,0.023,0.003
1774029669.984,COMPLETE,0.035,0.020,0.002
1774029670.484,COMPLETE,0.028,0.016,0.001
1774029670.984,COMPLETE,0.021,0.011,0.004
1774029671.484,COMPLETE,0.022,0.011,0.012
1774029671.984,COMPLETE,0.027,0.012,0.016
1774029672.484,COMPLETE,0.032,0.012,0.024
1774029672.984,COMPLETE,0.032,0.020,0.034
1774029673.484,COMPLETE,0.031,0.026,0.042
1774029673.984,COMPLETE,0.035,0.027,0.046
1774029674.484,COMPLETE,0.037,0.033,0.049
1774029674.984,COMPLETE,0.038,0.034,0.054
1774029675.484,COMPLETE,0.039,0.037,0.059
1774029675.984,COMPLETE,0.039,0.041,0.062
1774029676.484,COMPLETE,0.035,0.048,0.063
1774029676.984,COMPLETE,0.038,0.053,0.064
1774029677.484,COMPLETE,0.039,0.056,0.067
1774029677.984,COMPLETE,0.038,0.057,0.067
1774029678.484,COMPLETE,0.041,0.060,0.068
1774029678.984,COMPLETE,0.041,0.058,0.068
1774029679.484,COMPLETE,0.041,0.054,0.068
1774029679.984,COMPLETE,0.044,0.048,0.068
1774029680.484,COMPLETE,0.045,0.039,0.068
1774029680.984,COMPLETE,0.045,0.036,0.069
1774029681.484,COMPLETE,0.043,0.032,0.073
1774029681.984,COMPLETE,0.038,0.028,0.070
1774029682.484,COMPLETE,0.035,0.026,0.067
1774029682.985,COMPLETE,0.035,0.022,0.066
1774029683.484,COMPLETE,0.029,0.016,0.064
1774029683.984,COMPLETE,0.029,0.010,0.060
1774029684.484,COMPLETE,0.033,0.011,0.058
1774029684.984,COMPLETE,0.040,0.012,0.051
1774029685.484,COMPLETE,0.044,0.009,0.044
1774029685.984,COMPLETE,0.045,0.008,0.039
1774029686.484,COMPLETE,0.045,0.005,0.032
1774029686.984,COMPLETE,0.046,0.002,0.023
1774029687.484,COMPLETE,0.044,0.001,0.014
1774029687.984,COMPLETE,0.043,0.005,0.007
1774029688.484,COMPLETE,0.042,0.002,0.005
1774029688.985,COMPLETE,0.047,-0.002,0.003
1774029689.484,COMPLETE,0.052,-0.004,0.002
1774029689.984,COMPLETE,0.052,0.001,0.002
1774029690.484,COMPLETE,0.052,0.003,0.005
1774029690.984,COMPLETE,0.051,0.004,0.011
1774029691.484,COMPLETE,0.055,0.005,0.013
1774029691.984,COMPLETE,0.054,0.010,0.015
1774029692.484,COMPLETE,0.055,0.012,0.018
1774029692.984,COMPLETE,0.057,0.014,0.017
1774029693.484,COMPLETE,0.060,0.016,0.015
1774029693.984,COMPLETE,0.059,0.020,0.014
1774029694.484,COMPLETE,0.062,0.021,0.015
1774029694.985,COMPLETE,0.065,0.020,0.015
1774029695.484,COMPLETE,0.072,0.020,0.012
1774029695.984,COMPLETE,0.064,0.018,0.010
1774029696.484,COMPLETE,0.062,0.021,0.012
1774029696.984,COMPLETE,0.059,0.021,0.013
1774029697.484,COMPLETE,0.052,0.022,0.014
1774029697.984,COMPLETE,0.045,0.028,0.013
1774029698.484,COMPLETE,0.043,0.033,0.012
1774029698.985,COMPLETE,0.041,0.031,0.011
1774029699.484,COMPLETE,0.041,0.021,0.010
1774029699.984,COMPLETE,0.034,0.019,0.010
1774029700.484,COMPLETE,0.034,0.015,0.007
1774029700.985,COMPLETE,0.034,0.014,0.005
1774029701.484,COMPLETE,0.032,0.013,0.005
1774029701.984,COMPLETE,0.038,0.016,0.000
1774029702.484,COMPLETE,0.043,0.019,-0.006
1774029702.984,COMPLETE,0.048,0.019,-0.011
1774029703.484,COMPLETE,0.053,0.020,-0.011
1774029703.984,COMPLETE,0.054,0.020,-0.013
1774029704.484,COMPLETE,0.056,0.020,-0.014
1774029704.984,COMPLETE,0.056,0.019,-0.014
1774029705.484,COMPLETE,0.055,0.015,-0.013
1774029705.984,COMPLETE,0.054,0.016,-0.009
1774029706.484,COMPLETE,0.055,0.018,-0.009
1774029706.985,COMPLETE,0.062,0.011,-0.012
1774029707.484,COMPLETE,0.067,0.005,-0.014
1774029707.984,COMPLETE,0.063,0.003,-0.010
1774029708.484,COMPLETE,0.056,-0.001,-0.005
1774029708.984,COMPLETE,0.049,-0.003,-0.003
1774029709.484,COMPLETE,0.039,-0.008,-0.004
1774029709.984,COMPLETE,0.039,-0.007,0.001
1774029710.484,COMPLETE,0.041,-0.004,0.004
1774029710.984,COMPLETE,0.038,0.002,0.010
1774029711.484,COMPLETE,0.037,0.005,0.016
1774029711.984,COMPLETE,0.037,0.009,0.014
1774029712.484,COMPLETE,0.034,0.016,0.012
1774029712.985,COMPLETE,0.028,0.027,0.012
1774029713.484,COMPLETE,0.021,0.036,0.008
1774029713.984,COMPLETE,0.025,0.044,0.006
1774029714.484,COMPLETE,0.028,0.049,0.001
1774029714.984,COMPLETE,0.031,0.060,-0.001
1774029715.484,COMPLETE,0.039,0.069,-0.002
1774029715.984,COMPLETE,0.046,0.067,0.005
1774029716.484,COMPLETE,0.057,0.066,0.012
1774029716.984,COMPLETE,0.061,0.065,0.015
1774029717.484,COMPLETE,0.062,0.068,0.018
1774029717.984,COMPLETE,0.060,0.063,0.022
1774029718.484,COMPLETE,0.050,0.063,0.025
1774029718.985,COMPLETE,0.045,0.062,0.029
1774029719.484,COMPLETE,0.045,0.069,0.033
1774029719.984,COMPLETE,0.046,0.061,0.035
1774029720.484,COMPLETE,0.044,0.060,0.037
1774029720.985,COMPLETE,0.041,0.061,0.041
1774029721.484,COMPLETE,0.039,0.065,0.042
1774029721.984,COMPLETE,0.038,0.058,0.044
1774029722.484,COMPLETE,0.041,0.054,0.049
1774029722.984,COMPLETE,0.046,0.048,0.051
1774029723.484,COMPLETE,0.051,0.044,0.054
1774029723.984,COMPLETE,0.052,0.038,0.055
1774029724.484,COMPLETE,0.057,0.033,0.055
1774029724.985,COMPLETE,0.062,0.027,0.052
1774029725.484,COMPLETE,0.068,0.020,0.048
1774029725.984,COMPLETE,0.074,0.016,0.046
1774029726.484,COMPLETE,0.069,0.013,0.046
1774029726.984,COMPLETE,0.065,0.008,0.049
1774029727.484,COMPLETE,0.063,0.001,0.049
1774029727.984,COMPLETE,0.055,-0.003,0.047
1774029728.484,COMPLETE,0.054,-0.006,0.041
1774029728.984,COMPLETE,0.058,-0.006,0.035
1774029729.484,COMPLETE,0.057,0.001,0.034
1774029729.984,COMPLETE,0.052,0.014,0.033
1774029730.484,COMPLETE,0.049,0.013,0.035
1774029730.984,COMPLETE,0.046,0.017,0.032
1774029731.484,COMPLETE,0.043,0.020,0.028
1774029731.984,COMPLETE,0.046,0.018,0.025
1774029732.484,COMPLETE,0.050,0.014,0.022
1774029732.985,COMPLETE,0.051,0.013,0.024
1774029733.484,COMPLETE,0.050,0.014,0.026
1774029733.984,COMPLETE,0.048,0.015,0.024
1774029734.484,COMPLETE,0.043,0.015,0.021
1774029734.985,COMPLETE,0.038,0.014,0.019
1774029735.484,COMPLETE,0.037,0.014,0.014
1774029735.984,COMPLETE,0.037,0.016,0.008
1774029736.484,COMPLETE,0.040,0.021,0.003
1774029736.984,COMPLETE,0.038,0.022,0.000
1774029737.484,COMPLETE,0.035,0.027,-0.003
1774029737.984,COMPLETE,0.037,0.034,-0.003
1774029738.484,COMPLETE,0.040,0.040,-0.005
1774029738.984,COMPLETE,0.038,0.044,-0.007
1774029739.484,COMPLETE,0.036,0.042,-0.010
1774029739.984,COMPLETE,0.036,0.043,-0.014
1774029740.484,COMPLETE,0.038,0.041,-0.018
1774029740.985,COMPLETE,0.050,0.038,-0.019
1774029741.484,COMPLETE,0.057,0.038,-0.016
1774029741.984,COMPLETE,0.057,0.035,-0.015
1774029742.484,COMPLETE,0.058,0.032,-0.015
1774029742.984,COMPLETE,0.054,0.033,-0.010
1774029743.484,COMPLETE,0.050,0.036,-0.009
1774029743.984,COMPLETE,0.047,0.037,-0.008
1774029744.484,COMPLETE,0.045,0.035,-0.009
1774029744.985,COMPLETE,0.046,0.020,-0.008
1774029745.484,COMPLETE,0.047,0.014,-0.004
1774029745.984,COMPLETE,0.044,0.004,0.001
1774029746.484,COMPLETE,0.039,0.002,0.004
1774029746.984,COMPLETE,0.037,-0.001,0.007
1774029747.484,COMPLETE,0.036,-0.006,0.008
1774029747.984,COMPLETE,0.038,-0.009,0.006
1774029748.484,COMPLETE,0.039,-0.010,-0.000
1774029748.984,COMPLETE,0.040,-0.012,-0.009
1774029749.484,COMPLETE,0.036,-0.019,-0.014
1774029749.984,COMPLETE,0.032,-0.022,-0.015
1774029750.484,COMPLETE,0.028,-0.020,-0.012
1774029750.984,COMPLETE,0.024,-0.021,-0.011
1774029751.484,COMPLETE,0.022,-0.016,-0.014
1774029751.984,COMPLETE,0.024,-0.009,-0.012
1774029752.484,COMPLETE,0.027,-0.005,-0.011
1774029752.985,COMPLETE,0.031,-0.004,-0.008
1774029753.484,COMPLETE,0.030,-0.000,-0.007
1774029753.984,COMPLETE,0.026,0.009,-0.007
1774029754.484,COMPLETE,0.026,0.016,-0.005
1774029754.985,COMPLETE,0.032,0.022,0.000
1774029755.484,COMPLETE,0.042,0.024,0.004
1774029755.984,COMPLETE,0.042,0.029,0.006
1774029756.484,COMPLETE,0.043,0.031,0.006
1774029756.984,COMPLETE,0.049,0.034,0.005
1774029757.484,COMPLETE,0.050,0.037,0.006
1774029757.984,COMPLETE,0.057,0.039,0.002
1774029758.484,COMPLETE,0.055,0.043,-0.004
1774029758.984,COMPLETE,0.048,0.046,-0.013
1774029759.484,COMPLETE,0.048,0.049,-0.020
1774029759.984,COMPLETE,0.053,0.054,-0.025
1774029760.484,COMPLETE,0.057,0.060,-0.026
1774029760.984,COMPLETE,0.064,0.070,-0.028
1774029761.484,COMPLETE,0.067,0.076,-0.032
1774029761.984,COMPLETE,0.068,0.071,-0.032
1774029762.484,COMPLETE,0.068,0.062,-0.032
1774029762.984,COMPLETE,0.063,0.057,-0.031
1774029763.484,COMPLETE,0.052,0.051,-0.028
1774029763.984,COMPLETE,0.049,0.040,-0.023
1774029764.484,COMPLETE,0.049,0.036,-0.020
1774029764.985,COMPLETE,0.046,0.033,-0.019
